Customer ID,Name,Surname,Gender,Age,Region,Job Classification,Date Joined,Balance
100000241,Oliver,Powell,Male,43,England,White Collar,2015-04-17,14946.79
100000242,Amanda,Rees,Female,34,England,Blue Collar,2015-04-17,57148.41
100000243,Paul,Davies,Male,47,England,Blue Collar,2015-04-17,116144.95
100000244,Brian,Short,Male,39,England,White Collar,2015-04-17,45135.16
100000245,Matt,Graham,Male,31,England,White Collar,2015-04-17,9867.56
100000246,Justin,Paterson,Male,30,England,White Collar,2015-04-17,4442.71
100000247,Claire,Dickens,Female,33,England,White Collar,2015-04-17,14380.27
100000248,James,Miller,Male,37,England,White Collar,2015-04-17,4263.53
100000249,Brandon,Bower,Male,43,England,White Collar,2015-04-17,32667.33
100000250,Amelia,Mathis,Female,30,England,Blue Collar,2015-04-17,13407.54
100000251,Fiona,Jones,Female,33,England,White Collar,2015-04-17,57127.03
100000252,Nicholas,Lyman,Male,30,England,White Collar,2015-04-17,74588.31
100000253,Lauren,Ball,Female,29,England,White Collar,2015-04-17,41237.66
100000254,Stewart,Rees,Male,34,England,White Collar,2015-04-17,20276.52
100000255,Diane,Henderson,Female,36,England,Blue Collar,2015-04-17,20379
200000256,Julian,Peake,Male,46,Scotland,Blue Collar,2015-04-17,29487.25
200000257,Justin,Underwood,Male,36,Scotland,Blue Collar,2015-04-17,79483.58
200000258,Owen,McGrath,Male,54,Scotland,Other,2015-04-17,2112.92
200000259,Alison,Taylor,Female,50,Scotland,Other,2015-04-17,18160.49
200000260,Harry,Walsh,Male,45,Scotland,Blue Collar,2015-04-17,26059.74
200000261,Nathan,Howard,Male,47,Scotland,Blue Collar,2015-04-17,19177.31
200000262,Zoe,Clarkson,Female,59,Scotland,Other,2015-04-17,23550.89
200000263,Gabrielle,Marshall,Female,41,Scotland,Other,2015-04-17,87758.52
200000264,Lily,Davies,Female,48,Scotland,Other,2015-04-17,10577.52
200000265,Tim,Sanderson,Male,52,Scotland,Blue Collar,2015-04-17,45213.63
200000266,Karen,Oliver,Female,28,Scotland,Other,2015-04-17,13162.58
200000267,Luke,MacLeod,Male,55,Scotland,Other,2015-04-17,36993.45
300000268,James,Oliver,Male,28,Wales,Blue Collar,2015-04-17,67180.28
300000269,Gabrielle,Powell,Female,42,Wales,Other,2015-04-17,44094.63
300000270,Heather,Black,Female,63,Wales,Other,2015-04-17,27020.99
300000271,Carl,Abraham,Male,30,Wales,White Collar,2015-04-17,28912.8
400000272,Rose,Blake,Female,25,Northern Ireland,White Collar,2015-04-17,48997.63
100000273,Jake,Skinner,Male,41,England,White Collar,2015-04-18,41250.67
100000274,Rose,Russell,Female,34,England,Other,2015-04-18,111818.28
100000275,Victor,Avery,Male,42,England,White Collar,2015-04-19,10114.95
100000276,Brandon,Miller,Male,30,England,Blue Collar,2015-04-19,14034.12
100000277,Maria,Arnold,Female,37,England,White Collar,2015-04-19,57574.38
100000278,Irene,Vaughan,Female,30,England,Blue Collar,2015-04-19,71596.18
100000279,Blake,Alsop,Male,42,England,White Collar,2015-04-19,32187.62
100000280,Stephanie,Ogden,Female,31,England,Other,2015-04-19,717.13
100000281,Sam,Parsons,Male,37,England,Blue Collar,2015-04-19,103875.81
100000282,Theresa,Marshall,Female,29,England,White Collar,2015-04-20,70403.65
100000283,Stephanie,Smith,Female,34,England,White Collar,2015-04-20,12559.26
100000284,Lily,Hughes,Female,30,England,White Collar,2015-04-20,7136.47
100000285,Matt,Black,Male,34,England,White Collar,2015-04-21,51792.13
100000286,Ruth,Lambert,Female,31,England,Other,2015-04-21,96203.49
100000287,Peter,Lyman,Male,41,England,White Collar,2015-04-21,64731.46
100000288,Liam,King,Male,37,England,White Collar,2015-04-21,37857
100000289,Olivia,Peake,Female,32,England,White Collar,2015-04-22,51470.09
100000290,Joe,May,Male,40,England,White Collar,2015-04-22,70357.61
100000291,Wanda,Quinn,Female,21,England,White Collar,2015-04-22,5470.79
100000292,Karen,Glover,Female,40,England,White Collar,2015-04-22,25248.37
100000293,Nathan,Bond,Male,45,England,Other,2015-04-22,65116.98
100000294,Brandon,Morgan,Male,27,England,Other,2015-04-22,23668.42
200000295,Tim,Thomson,Male,45,Scotland,Blue Collar,2015-04-22,16423.75
100000296,Penelope,Clarkson,Female,31,England,White Collar,2015-04-23,50533.23
100000297,Sophie,Thomson,Female,33,England,White Collar,2015-04-23,152.91
100000298,Anna,James,Female,26,England,White Collar,2015-04-23,14758.38
100000299,Zoe,Johnston,Female,40,England,White Collar,2015-04-23,14730.54
200000300,Owen,Smith,Male,53,Scotland,Blue Collar,2015-04-23,64309.53
200000301,Joseph,Robertson,Male,41,Scotland,Blue Collar,2015-04-23,99190.79
300000302,William,Wilkins,Male,30,Wales,Blue Collar,2015-04-23,13597.9
100000303,Brian,Russell,Male,42,England,Blue Collar,2015-04-24,122903.78
100000304,Andrea,Jackson,Female,42,England,White Collar,2015-04-24,30474.69
100000305,Kevin,Springer,Male,29,England,White Collar,2015-04-24,8802.24
100000306,Phil,Grant,Male,32,England,White Collar,2015-04-24,60487.89
100000307,Adrian,Hill,Male,33,England,Blue Collar,2015-04-24,2457.4
100000308,John,Campbell,Male,43,England,White Collar,2015-04-24,33311.31
100000309,Alexander,Edmunds,Male,30,England,White Collar,2015-04-24,21296.27
100000310,Felicity,Hodges,Female,33,England,White Collar,2015-04-24,60876.78
100000311,Lucas,Avery,Male,30,England,Blue Collar,2015-04-25,26572.16
100000312,Blake,Hudson,Male,45,England,Blue Collar,2015-04-25,21150.98
100000313,Jessica,Piper,Female,40,England,White Collar,2015-04-26,65947.69
100000314,Nicola,Clarkson,Female,31,England,White Collar,2015-04-26,86849.17
100000315,Peter,Metcalfe,Male,27,England,Other,2015-04-26,7336.33
100000316,Mary,Carr,Female,37,England,White Collar,2015-04-26,5611.36
100000317,Liam,Stewart,Male,35,England,White Collar,2015-04-26,43790.83
100000318,Anna,MacLeod,Female,43,England,Blue Collar,2015-04-27,1537.23
100000319,John,Hemmings,Male,30,England,White Collar,2015-04-27,23015.54
100000320,Ryan,Morrison,Male,34,England,White Collar,2015-04-27,42984.36
100000321,Adam,Sharp,Male,43,England,Blue Collar,2015-04-27,67809.29
100000322,Alison,Lambert,Female,30,England,Other,2015-04-27,35117.34
100000323,Joanne,Fisher,Female,21,England,White Collar,2015-04-27,45045.19
100000324,David,Newman,Male,54,England,White Collar,2015-04-27,33113.21
100000325,Boris,Walker,Male,35,England,Other,2015-04-28,41080.73
100000326,Felicity,North,Female,42,England,White Collar,2015-04-28,71637.04
100000327,Dominic,Miller,Male,40,England,Other,2015-04-28,7463.59
100000328,Megan,Tucker,Female,34,England,White Collar,2015-04-28,2016.84
100000329,Deirdre,Coleman,Female,37,England,White Collar,2015-04-28,12405.07
100000330,Wendy,Turner,Female,31,England,White Collar,2015-04-28,19933.38
100000331,Jonathan,Manning,Male,44,England,White Collar,2015-04-28,50015.54
100000332,Carolyn,Churchill,Female,34,England,White Collar,2015-04-28,24709.89
200000333,David,Morrison,Male,54,Scotland,Blue Collar,2015-04-28,15859.07
100000334,Carolyn,Roberts,Female,33,England,White Collar,2015-04-29,41128.52
100000335,Karen,May,Female,42,England,Blue Collar,2015-04-29,7583.72
100000336,Tracey,Edmunds,Female,36,England,White Collar,2015-04-29,25132.97
100000337,Tracey,Langdon,Female,22,England,White Collar,2015-04-29,70526.58
100000338,Jake,Dyer,Male,42,England,White Collar,2015-04-29,31273.66
200000339,Theresa,Slater,Female,58,Scotland,Other,2015-04-29,33008.01
300000340,Rebecca,Nash,Female,20,Wales,White Collar,2015-04-29,1488.04
100000341,Jasmine,Greene,Female,29,England,White Collar,2015-04-30,4507.91
100000342,Christian,Jackson,Male,38,England,White Collar,2015-04-30,18433.59
100000343,Eric,Vance,Male,33,England,White Collar,2015-04-30,30907.61
100000344,Anna,Miller,Female,35,England,White Collar,2015-04-30,58807.73
100000345,Benjamin,Ince,Male,36,England,White Collar,2015-04-30,10174.7
100000346,Joseph,Buckland,Male,31,England,White Collar,2015-05-02,20570.41
200000347,Jake,Manning,Male,56,Scotland,Other,2015-05-02,70950.09
200000348,Brandon,Anderson,Male,51,Scotland,Other,2015-05-02,27842.09
200000349,Cameron,Duncan,Male,55,Scotland,Blue Collar,2015-05-02,60036.51
200000350,Isaac,Kelly,Male,61,Scotland,Blue Collar,2015-05-02,31920.69
300000351,Nicholas,James,Male,38,Wales,Blue Collar,2015-05-02,48457.2
200000352,Piers,Harris,Male,51,Scotland,White Collar,2015-05-03,90573.15
200000353,Gordon,Ellison,Male,58,Scotland,Blue Collar,2015-05-03,6416.8
200000354,Ian,Kerr,Male,42,Scotland,Other,2015-05-03,13414.22
200000355,Sebastian,Welch,Male,46,Scotland,Blue Collar,2015-05-03,10950.36
200000356,Richard,Hamilton,Male,42,Scotland,Blue Collar,2015-05-03,17740.51
300000357,Mary,Reid,Female,27,Wales,Other,2015-05-03,18106.22
300000358,Simon,Morrison,Male,28,Wales,Blue Collar,2015-05-03,6729.3
400000359,Gabrielle,MacDonald,Female,17,Northern Ireland,Other,2015-05-03,65798.4
100000360,Emma,Fisher,Female,44,England,White Collar,2015-05-04,8118.3
200000361,Charles,Tucker,Male,45,Scotland,Blue Collar,2015-05-04,68256.88
200000362,Joshua,Underwood,Male,52,Scotland,White Collar,2015-05-04,107185.54
200000363,Brandon,Johnston,Male,45,Scotland,Blue Collar,2015-05-04,24064.3
300000364,Katherine,Howard,Female,34,Wales,White Collar,2015-05-04,5654.34
300000365,Dorothy,Butler,Female,28,Wales,Other,2015-05-04,65204.55
300000366,Dorothy,Paige,Female,35,Wales,White Collar,2015-05-04,17495.5
